person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,monthly_income,loan_risk_tier
24,38400,MORTGAGE,7.0,EDUCATION,C,10000,14.72,0,0.26,0,2,18-25,3200.0,Orta Risk
26,31104,RENT,1.0,DEBTCONSOLIDATION,B,4000,9.99,0,0.13,0,3,26-35,2592.0,Aşağı Risk
24,31200,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.42,0,0.13,0,4,18-25,2600.0,Aşağı Risk
25,38400,MORTGAGE,9.0,VENTURE,B,12000,10.38,0,0.31,0,3,18-25,3200.0,Orta Risk
22,38400,OWN,6.0,PERSONAL,C,10000,14.72,0,0.26,0,3,18-25,3200.0,Orta Risk
22,38400,MORTGAGE,6.0,PERSONAL,A,8500,7.14,0,0.22,0,3,18-25,3200.0,Orta Risk
23,31200,RENT,2.0,DEBTCONSOLIDATION,A,4000,8.59,0,0.13,0,3,18-25,2600.0,Aşağı Risk
24,31609,RENT,4.0,MEDICAL,C,4000,13.92,0,0.13,1,4,18-25,2634.08,Aşağı Risk
21,32400,MORTGAGE,3.0,PERSONAL,C,1750,13.61,1,0.05,1,4,18-25,2700.0,Aşağı Risk
22,32000,RENT,0.0,VENTURE,A,4000,5.42,0,0.13,0,4,18-25,2666.67,Aşağı Risk
23,38400,MORTGAGE,5.0,EDUCATION,A,10000,7.14,0,0.26,0,3,18-25,3200.0,Orta Risk
25,32000,RENT,1.0,MEDICAL,B,4000,11.49,0,0.13,0,4,18-25,2666.67,Aşağı Risk
24,32000,RENT,2.0,HOMEIMPROVEMENT,E,4000,17.93,1,0.13,0,3,18-25,2666.67,Aşağı Risk
23,32000,RENT,0.0,PERSONAL,A,4000,7.68,0,0.13,0,4,18-25,2666.67,Aşağı Risk
26,32400,RENT,9.0,MEDICAL,C,4000,14.27,0,0.12,0,2,26-35,2700.0,Aşağı Risk
25,32400,RENT,6.0,MEDICAL,B,4000,10.08,0,0.12,0,2,18-25,2700.0,Aşağı Risk
24,32500,RENT,5.0,MEDICAL,D,4000,16.29,0,0.12,1,3,18-25,2708.33,Aşağı Risk
23,32535,RENT,6.0,PERSONAL,B,4000,10.99,0,0.12,0,2,18-25,2711.25,Aşağı Risk
24,38400,OTHER,0.0,VENTURE,E,8000,16.0,0,0.21,1,2,18-25,3200.0,Orta Risk
23,38400,OWN,7.0,PERSONAL,D,6000,13.24,0,0.16,1,3,18-25,3200.0,Aşağı Risk
25,32640,RENT,4.0,DEBTCONSOLIDATION,C,4000,12.73,0,0.12,1,4,18-25,2720.0,Aşağı Risk
21,38400,OWN,0.0,VENTURE,C,12200,10.99,0,0.32,0,2,18-25,3200.0,Orta Risk
23,32993,RENT,6.0,MEDICAL,B,4000,11.71,1,0.12,0,4,18-25,2749.42,Aşağı Risk
22,38423,MORTGAGE,6.0,EDUCATION,A,2000,8.49,0,0.05,0,3,18-25,3201.92,Aşağı Risk
24,38450,MORTGAGE,6.0,PERSONAL,A,5500,7.49,0,0.14,0,4,18-25,3204.17,Aşağı Risk
22,32484,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6250,7.51,1,0.19,0,4,18-25,2707.0,Aşağı Risk
23,38492,MORTGAGE,7.0,MEDICAL,B,6500,10.99,0,0.17,0,4,18-25,3207.67,Aşağı Risk
25,38496,MORTGAGE,7.0,EDUCATION,A,8000,6.03,0,0.21,0,4,18-25,3208.0,Orta Risk
26,32496,MORTGAGE,8.0,DEBTCONSOLIDATION,D,4200,16.02,1,0.13,0,3,26-35,2708.0,Aşağı Risk
22,33000,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.12,0,4,18-25,2750.0,Aşağı Risk
23,33000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.96,0,0.12,0,4,18-25,2750.0,Aşağı Risk
26,33227,RENT,2.0,EDUCATION,B,4000,9.88,0,0.12,0,3,26-35,2768.92,Aşağı Risk
21,38500,MORTGAGE,5.0,PERSONAL,A,6500,7.51,0,0.17,0,3,18-25,3208.33,Aşağı Risk
23,34000,RENT,4.0,MEDICAL,B,4000,12.69,0,0.12,0,2,18-25,2833.33,Aşağı Risk
24,38500,MORTGAGE,5.0,PERSONAL,C,2500,10.99,0,0.06,0,4,18-25,3208.33,Aşağı Risk
23,38500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,10.99,0,0.08,0,2,18-25,3208.33,Aşağı Risk
25,34200,RENT,1.0,EDUCATION,B,4000,10.99,0,0.12,0,2,18-25,2850.0,Aşağı Risk
23,34500,RENT,3.0,DEBTCONSOLIDATION,B,4000,11.49,0,0.12,0,4,18-25,2875.0,Aşağı Risk
22,38628,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4800,9.99,0,0.12,0,4,18-25,3219.0,Aşağı Risk
22,32644,MORTGAGE,6.0,VENTURE,E,13750,16.45,1,0.42,1,4,18-25,2720.33,Yüksək Risk
20,32652,MORTGAGE,0.0,PERSONAL,D,6000,14.61,1,0.18,0,4,18-25,2721.0,Aşağı Risk
23,38667,MORTGAGE,2.0,MEDICAL,C,4800,11.91,0,0.12,0,4,18-25,3222.25,Aşağı Risk
25,35000,RENT,4.0,VENTURE,D,4000,16.29,0,0.11,1,2,18-25,2916.67,Aşağı Risk
25,29000,RENT,1.0,HOMEIMPROVEMENT,D,4000,14.54,1,0.14,1,3,18-25,2416.67,Aşağı Risk
21,29000,RENT,0.0,EDUCATION,D,4000,14.83,1,0.14,0,4,18-25,2416.67,Aşağı Risk
25,35000,RENT,4.0,EDUCATION,A,4000,7.51,0,0.11,0,3,18-25,2916.67,Aşağı Risk
25,38880,MORTGAGE,1.0,PERSONAL,A,9500,7.51,0,0.24,0,4,18-25,3240.0,Orta Risk
22,29000,RENT,5.0,EDUCATION,D,4000,15.33,1,0.14,1,4,18-25,2416.67,Aşağı Risk
24,29000,RENT,1.0,MEDICAL,B,4000,9.96,1,0.14,0,3,18-25,2416.67,Aşağı Risk
26,38904,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,12.21,0,0.26,0,2,26-35,3242.0,Orta Risk
25,35500,RENT,5.0,MEDICAL,B,4000,10.99,0,0.11,0,3,18-25,2958.33,Aşağı Risk
24,39000,MORTGAGE,8.0,VENTURE,A,1200,10.99,0,0.03,0,2,18-25,3250.0,Aşağı Risk
26,30000,RENT,3.0,MEDICAL,C,4000,14.27,1,0.13,1,2,26-35,2500.0,Aşağı Risk
22,36000,RENT,0.0,MEDICAL,A,4000,5.42,0,0.11,0,3,18-25,3000.0,Aşağı Risk
22,36000,RENT,6.0,VENTURE,B,4000,10.99,0,0.11,0,4,18-25,3000.0,Aşağı Risk
22,36000,RENT,3.0,EDUCATION,A,4000,5.42,0,0.11,0,2,18-25,3000.0,Aşağı Risk
25,36000,RENT,2.0,PERSONAL,C,4000,13.61,0,0.11,1,3,18-25,3000.0,Aşağı Risk
22,30000,RENT,1.0,EDUCATION,D,4000,14.96,1,0.13,1,2,18-25,2500.0,Aşağı Risk
24,36000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.4,0,0.11,0,4,18-25,3000.0,Aşağı Risk
22,36000,RENT,0.0,PERSONAL,A,4000,8.94,0,0.11,0,4,18-25,3000.0,Aşağı Risk
26,36000,RENT,0.0,PERSONAL,B,4000,10.14,0,0.11,0,2,26-35,3000.0,Aşağı Risk
23,36300,RENT,0.0,VENTURE,A,4000,7.68,0,0.11,0,2,18-25,3025.0,Aşağı Risk
22,37000,RENT,2.0,EDUCATION,B,4000,10.95,0,0.11,0,2,18-25,3083.33,Aşağı Risk
21,37000,RENT,0.0,PERSONAL,B,4000,10.08,0,0.11,0,3,18-25,3083.33,Aşağı Risk
21,37200,RENT,5.0,MEDICAL,C,4000,13.49,0,0.11,1,4,18-25,3100.0,Aşağı Risk
23,38000,RENT,3.0,MEDICAL,C,4000,14.26,0,0.11,0,4,18-25,3166.67,Aşağı Risk
22,39000,MORTGAGE,4.0,PERSONAL,B,3250,10.99,0,0.08,0,2,18-25,3250.0,Aşağı Risk
25,39000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,3000,13.99,0,0.08,1,3,18-25,3250.0,Aşağı Risk
22,38400,RENT,5.0,EDUCATION,B,4000,10.59,0,0.1,0,3,18-25,3200.0,Aşağı Risk
23,38400,RENT,7.0,PERSONAL,B,4000,10.59,0,0.1,0,2,18-25,3200.0,Aşağı Risk
22,38400,RENT,4.0,EDUCATION,C,4000,12.99,0,0.1,0,2,18-25,3200.0,Aşağı Risk
21,39000,MORTGAGE,5.0,EDUCATION,A,1000,7.49,0,0.03,0,3,18-25,3250.0,Aşağı Risk
24,38400,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.29,0,0.1,0,3,18-25,3200.0,Aşağı Risk
22,32400,RENT,4.0,VENTURE,D,4000,10.99,1,0.12,1,2,18-25,2700.0,Aşağı Risk
25,38400,RENT,2.0,EDUCATION,B,4000,12.53,0,0.1,0,4,18-25,3200.0,Aşağı Risk
23,38850,RENT,0.0,EDUCATION,C,4000,12.72,0,0.1,1,2,18-25,3237.5,Aşağı Risk
25,39000,RENT,4.0,MEDICAL,A,4000,7.88,0,0.1,0,4,18-25,3250.0,Aşağı Risk
24,39000,RENT,3.0,MEDICAL,D,4000,14.61,0,0.1,1,4,18-25,3250.0,Aşağı Risk
24,39000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5600,5.42,0,0.14,0,4,18-25,3250.0,Aşağı Risk
23,39000,MORTGAGE,3.0,EDUCATION,C,5000,12.98,0,0.13,0,4,18-25,3250.0,Aşağı Risk
26,39000,MORTGAGE,10.0,VENTURE,A,9500,6.91,0,0.24,0,3,26-35,3250.0,Orta Risk
25,39000,MORTGAGE,9.0,MEDICAL,A,4500,6.54,0,0.12,0,4,18-25,3250.0,Aşağı Risk
26,33000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,9000,13.72,1,0.27,0,2,26-35,2750.0,Orta Risk
25,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,0,2,18-25,3250.0,Aşağı Risk
22,40000,RENT,1.0,EDUCATION,B,4000,12.69,0,0.1,0,3,18-25,3333.33,Aşağı Risk
23,40000,RENT,3.0,EDUCATION,C,4000,13.8,0,0.1,1,3,18-25,3333.33,Aşağı Risk
24,40000,RENT,3.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.1,0,2,18-25,3333.33,Aşağı Risk
23,39000,MORTGAGE,8.0,EDUCATION,A,10000,7.51,0,0.26,0,2,18-25,3250.0,Orta Risk
22,39000,MORTGAGE,6.0,PERSONAL,A,10750,10.99,0,0.28,0,3,18-25,3250.0,Orta Risk
21,33000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3250,7.14,1,0.1,0,3,18-25,2750.0,Aşağı Risk
22,40000,RENT,2.0,EDUCATION,A,4000,10.99,0,0.1,0,2,18-25,3333.33,Aşağı Risk
21,40000,RENT,3.0,EDUCATION,A,4000,7.51,0,0.1,0,2,18-25,3333.33,Aşağı Risk
22,40000,RENT,2.0,PERSONAL,B,4000,11.49,0,0.1,0,4,18-25,3333.33,Aşağı Risk
22,40000,RENT,0.0,PERSONAL,A,4000,7.43,0,0.1,0,4,18-25,3333.33,Aşağı Risk
26,40200,RENT,1.0,EDUCATION,A,4000,6.76,0,0.1,0,4,26-35,3350.0,Aşağı Risk
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,1,0.11,0,4,18-25,2916.67,Aşağı Risk
23,39000,MORTGAGE,0.0,VENTURE,C,3000,12.53,0,0.08,1,4,18-25,3250.0,Aşağı Risk
23,41004,RENT,1.0,MEDICAL,A,4000,7.68,0,0.1,0,4,18-25,3417.0,Aşağı Risk
24,41160,RENT,2.0,MEDICAL,A,4000,10.99,0,0.1,0,4,18-25,3430.0,Aşağı Risk
24,35200,RENT,1.0,MEDICAL,D,4000,16.0,1,0.11,1,3,18-25,2933.33,Aşağı Risk
21,42000,RENT,4.0,EDUCATION,B,4000,12.42,0,0.1,0,3,18-25,3500.0,Aşağı Risk
23,42000,RENT,0.0,VENTURE,B,4000,10.59,0,0.1,0,2,18-25,3500.0,Aşağı Risk
26,33000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,12000,10.91,1,0.36,1,3,26-35,2750.0,Orta Risk
21,36000,RENT,5.0,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,0,4,18-25,3000.0,Aşağı Risk
23,36000,RENT,7.0,MEDICAL,B,4000,10.99,1,0.11,0,4,18-25,3000.0,Aşağı Risk
23,39120,OWN,4.0,MEDICAL,B,7000,11.71,0,0.18,0,3,18-25,3260.0,Aşağı Risk
22,39124,OWN,6.0,VENTURE,A,5000,7.74,0,0.13,0,4,18-25,3260.33,Aşağı Risk
25,33168,MORTGAGE,9.0,PERSONAL,C,6000,15.96,1,0.18,0,4,18-25,2764.0,Aşağı Risk
26,36000,RENT,2.0,PERSONAL,D,4000,14.54,1,0.11,0,2,26-35,3000.0,Aşağı Risk
22,42000,RENT,4.0,VENTURE,D,4000,14.09,0,0.1,0,4,18-25,3500.0,Aşağı Risk
22,42000,RENT,3.0,MEDICAL,B,4000,8.88,0,0.1,0,4,18-25,3500.0,Aşağı Risk
23,39216,MORTGAGE,5.0,VENTURE,C,10000,13.49,0,0.25,0,3,18-25,3268.0,Orta Risk
23,42000,RENT,2.0,VENTURE,A,4000,5.79,0,0.1,0,4,18-25,3500.0,Aşağı Risk
22,39300,MORTGAGE,6.0,MEDICAL,B,7000,9.62,0,0.18,0,4,18-25,3275.0,Aşağı Risk
22,39300,MORTGAGE,5.0,EDUCATION,D,5325,14.59,0,0.14,1,3,18-25,3275.0,Aşağı Risk
22,42000,RENT,0.0,VENTURE,C,4000,13.22,0,0.1,0,3,18-25,3500.0,Aşağı Risk
25,42500,RENT,0.0,MEDICAL,C,4000,12.99,0,0.09,0,3,18-25,3541.67,Aşağı Risk
22,42996,RENT,3.0,EDUCATION,C,4000,10.99,0,0.09,0,4,18-25,3583.0,Aşağı Risk
22,39396,MORTGAGE,1.0,EDUCATION,A,5000,6.62,0,0.13,0,4,18-25,3283.0,Aşağı Risk
24,43000,RENT,8.0,VENTURE,B,4000,12.69,0,0.09,0,2,18-25,3583.33,Aşağı Risk
24,39456,OWN,8.0,PERSONAL,A,1325,6.62,0,0.03,0,2,18-25,3288.0,Aşağı Risk
23,39456,OWN,7.0,EDUCATION,A,14000,7.29,0,0.35,0,3,18-25,3288.0,Orta Risk
25,43000,RENT,9.0,MEDICAL,C,4000,12.99,0,0.09,0,4,18-25,3583.33,Aşağı Risk
26,39600,RENT,3.0,EDUCATION,A,4000,5.79,1,0.1,0,4,26-35,3300.0,Aşağı Risk
25,45600,RENT,2.0,MEDICAL,A,4000,6.54,0,0.09,0,3,18-25,3800.0,Aşağı Risk
23,39500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.25,1,2,18-25,3291.67,Orta Risk
22,41000,RENT,7.0,PERSONAL,A,4000,7.51,1,0.1,0,3,18-25,3416.67,Aşağı Risk
23,47000,RENT,3.0,DEBTCONSOLIDATION,A,4000,10.99,0,0.09,0,4,18-25,3916.67,Aşağı Risk
25,41000,RENT,1.0,PERSONAL,D,4000,14.84,1,0.1,1,4,18-25,3416.67,Aşağı Risk
22,47004,RENT,2.0,PERSONAL,A,4000,10.99,0,0.09,0,3,18-25,3917.0,Aşağı Risk
23,47004,RENT,3.0,EDUCATION,C,4000,12.53,0,0.09,1,4,18-25,3917.0,Aşağı Risk
24,47088,RENT,8.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,0,4,18-25,3924.0,Aşağı Risk
22,48000,RENT,6.0,EDUCATION,B,4000,9.91,0,0.08,0,3,18-25,4000.0,Aşağı Risk
22,48000,RENT,3.0,EDUCATION,A,4000,10.99,0,0.08,0,4,18-25,4000.0,Aşağı Risk
21,39600,OWN,5.0,PERSONAL,A,3500,6.62,0,0.09,0,3,18-25,3300.0,Aşağı Risk
26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,0,2,26-35,4000.0,Aşağı Risk
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,0,4,18-25,4000.0,Aşağı Risk
25,39600,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,0,4,18-25,3300.0,Aşağı Risk
24,42000,RENT,8.0,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,0,2,18-25,3500.0,Aşağı Risk
24,42000,RENT,2.0,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,1,3,18-25,3500.0,Aşağı Risk
25,39600,MORTGAGE,9.0,PERSONAL,B,5000,8.88,0,0.13,0,3,18-25,3300.0,Aşağı Risk
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,0,3,18-25,3300.0,Aşağı Risk
23,39600,MORTGAGE,8.0,EDUCATION,A,8250,9.32,0,0.21,0,2,18-25,3300.0,Orta Risk
26,33660,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,0,2,26-35,2805.0,Aşağı Risk
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,0,2,18-25,3666.67,Aşağı Risk
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,0,2,18-25,4166.67,Aşağı Risk
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0,0.29,0,4,26-35,3306.0,Orta Risk
23,39689,OWN,1.0,VENTURE,C,13000,13.57,0,0.33,1,2,18-25,3307.42,Orta Risk
23,39700,MORTGAGE,8.0,EDUCATION,A,8400,7.51,0,0.21,0,4,18-25,3308.33,Orta Risk
24,50000,RENT,6.0,PERSONAL,A,4000,7.66,0,0.08,0,4,18-25,4166.67,Aşağı Risk
24,50000,RENT,0.0,PERSONAL,A,4000,10.99,0,0.08,0,4,18-25,4166.67,Aşağı Risk
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,0,2,18-25,4166.67,Aşağı Risk
23,50000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.08,0,2,18-25,4166.67,Aşağı Risk
23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,0,3,18-25,3316.67,Orta Risk
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,0,4,18-25,4166.67,Aşağı Risk
23,50000,RENT,3.0,EDUCATION,C,4000,12.61,0,0.08,1,2,18-25,4166.67,Aşağı Risk
24,50000,RENT,1.0,VENTURE,A,4000,7.88,0,0.08,0,3,18-25,4166.67,Aşağı Risk
22,39875,MORTGAGE,5.0,VENTURE,B,10000,10.99,0,0.25,0,3,18-25,3322.92,Orta Risk
23,50000,RENT,4.0,VENTURE,D,4000,14.96,0,0.08,0,3,18-25,4166.67,Aşağı Risk
22,50000,RENT,7.0,MEDICAL,A,4000,7.4,0,0.08,0,2,18-25,4166.67,Aşağı Risk
25,50000,RENT,3.0,EDUCATION,D,4000,14.61,0,0.08,0,2,18-25,4166.67,Aşağı Risk
22,50004,RENT,2.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,0,2,18-25,4167.0,Aşağı Risk
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0,0.08,0,2,18-25,4167.0,Aşağı Risk
22,44582,RENT,6.0,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,0,4,18-25,3715.17,Aşağı Risk
26,39990,MORTGAGE,3.0,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,1,2,26-35,3332.5,Aşağı Risk
21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0,0.08,0,4,18-25,4234.0,Aşağı Risk
22,39996,MORTGAGE,7.0,MEDICAL,B,6000,12.42,0,0.15,0,4,18-25,3333.0,Aşağı Risk
24,39996,MORTGAGE,1.0,PERSONAL,B,3000,9.91,0,0.08,0,4,18-25,3333.0,Aşağı Risk
23,50952,RENT,0.0,EDUCATION,C,4000,11.54,0,0.08,1,4,18-25,4246.0,Aşağı Risk
24,45000,RENT,0.0,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,0,4,18-25,3750.0,Aşağı Risk
23,51600,RENT,6.0,PERSONAL,B,4000,9.91,0,0.08,0,3,18-25,4300.0,Aşağı Risk
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,1,3,18-25,3333.0,Aşağı Risk
23,45630,RENT,0.0,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,1,3,18-25,3802.5,Aşağı Risk
23,51996,RENT,7.0,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,1,2,18-25,4333.0,Aşağı Risk
24,52000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,0,3,18-25,4333.33,Aşağı Risk
23,39996,OWN,1.0,MEDICAL,B,11000,9.63,0,0.28,0,3,18-25,3333.0,Orta Risk
24,52000,RENT,3.0,MEDICAL,B,4000,9.88,0,0.08,0,2,18-25,4333.33,Aşağı Risk
25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,1,3,18-25,3866.0,Aşağı Risk
26,52800,RENT,1.0,PERSONAL,A,4000,10.99,0,0.08,0,3,26-35,4400.0,Aşağı Risk
22,53285,RENT,0.0,EDUCATION,A,4000,7.9,0,0.08,0,4,18-25,4440.42,Aşağı Risk
24,53636,RENT,8.0,EDUCATION,B,4000,10.62,0,0.07,0,2,18-25,4469.67,Aşağı Risk
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,0,3,18-25,4000.0,Aşağı Risk
25,54000,RENT,2.0,EDUCATION,B,4000,11.89,0,0.07,0,2,18-25,4500.0,Aşağı Risk
26,54996,RENT,0.0,PERSONAL,A,4000,7.51,0,0.07,0,4,26-35,4583.0,Aşağı Risk
22,39996,OWN,5.0,EDUCATION,C,3500,10.99,0,0.09,0,2,18-25,3333.0,Aşağı Risk
23,55000,RENT,8.0,MEDICAL,B,4000,10.99,0,0.07,0,2,18-25,4583.33,Aşağı Risk
26,55000,RENT,0.0,EDUCATION,A,4000,6.92,0,0.07,0,4,26-35,4583.33,Aşağı Risk
21,55000,RENT,5.0,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,1,2,18-25,4583.33,Aşağı Risk
23,55000,RENT,5.0,PERSONAL,B,4000,11.86,0,0.07,0,4,18-25,4583.33,Aşağı Risk
23,55000,RENT,4.0,MEDICAL,B,4000,12.53,0,0.07,0,2,18-25,4583.33,Aşağı Risk
24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0,0.07,0,4,18-25,4583.33,Aşağı Risk
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0,0.07,1,4,18-25,4666.67,Aşağı Risk
23,39996,MORTGAGE,5.0,EDUCATION,A,10000,7.51,0,0.25,0,3,18-25,3333.0,Orta Risk
21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0,0.07,0,4,18-25,4750.0,Aşağı Risk
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0,0.2,0,4,18-25,3333.0,Orta Risk
22,57000,RENT,6.0,VENTURE,B,4000,10.99,0,0.07,0,2,18-25,4750.0,Aşağı Risk
23,57500,RENT,1.0,VENTURE,B,4000,8.88,0,0.07,0,2,18-25,4791.67,Aşağı Risk
23,39996,MORTGAGE,3.0,EDUCATION,A,3600,7.51,0,0.09,0,4,18-25,3333.0,Aşağı Risk
21,39996,MORTGAGE,6.0,EDUCATION,C,13000,13.48,0,0.33,0,2,18-25,3333.0,Orta Risk
23,57600,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,0,2,18-25,4800.0,Aşağı Risk
26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,1,3,26-35,3333.0,Aşağı Risk
23,58000,RENT,1.0,VENTURE,B,4000,10.74,0,0.07,0,2,18-25,4833.33,Aşağı Risk
22,58000,RENT,5.0,EDUCATION,B,4000,10.0,0,0.07,0,4,18-25,4833.33,Aşağı Risk
23,58320,RENT,4.0,MEDICAL,B,4000,10.37,0,0.07,0,2,18-25,4860.0,Aşağı Risk
22,39996,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,8.0,0,0.15,0,3,18-25,3333.0,Aşağı Risk
26,52800,RENT,4.0,PERSONAL,B,4000,9.99,1,0.08,0,3,26-35,4400.0,Aşağı Risk
25,39996,MORTGAGE,7.0,VENTURE,B,3200,10.99,0,0.08,0,4,18-25,3333.0,Aşağı Risk
22,60000,RENT,6.0,EDUCATION,A,4000,7.51,0,0.07,0,3,18-25,5000.0,Aşağı Risk
23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0,0.07,1,2,18-25,5000.0,Aşağı Risk
23,60000,RENT,1.0,EDUCATION,B,4000,11.83,0,0.07,0,3,18-25,5000.0,Aşağı Risk
26,54000,RENT,0.0,MEDICAL,C,4000,13.47,1,0.07,0,2,26-35,4500.0,Aşağı Risk
22,60000,RENT,6.0,PERSONAL,B,4000,12.21,0,0.07,0,3,18-25,5000.0,Aşağı Risk
24,39996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,0,4,18-25,3333.0,Aşağı Risk
26,62000,RENT,1.0,EDUCATION,C,4000,13.06,0,0.06,1,2,26-35,5166.67,Aşağı Risk
26,39996,MORTGAGE,10.0,VENTURE,A,6500,8.32,0,0.16,0,3,26-35,3333.0,Aşağı Risk
23,62000,RENT,3.0,PERSONAL,C,4000,10.59,0,0.06,1,3,18-25,5166.67,Aşağı Risk
24,56400,RENT,0.0,EDUCATION,E,4000,14.75,1,0.07,1,2,18-25,4700.0,Aşağı Risk
25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0,0.06,0,3,18-25,5208.33,Aşağı Risk
25,62500,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,0,3,18-25,5208.33,Aşağı Risk
21,63000,RENT,0.0,EDUCATION,B,4000,11.49,0,0.06,0,3,18-25,5250.0,Aşağı Risk
22,63000,RENT,5.0,EDUCATION,B,4000,10.99,0,0.06,0,4,18-25,5250.0,Aşağı Risk
23,63500,RENT,0.0,EDUCATION,C,4000,10.99,0,0.06,0,4,18-25,5291.67,Aşağı Risk
22,40000,MORTGAGE,6.0,PERSONAL,B,14400,12.69,0,0.36,0,3,18-25,3333.33,Orta Risk
22,40000,MORTGAGE,6.0,MEDICAL,A,9875,7.9,0,0.25,0,4,18-25,3333.33,Orta Risk
24,65000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,0,3,18-25,5416.67,Aşağı Risk
25,65000,RENT,3.0,PERSONAL,A,4000,6.62,0,0.06,0,2,18-25,5416.67,Aşağı Risk
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,0,2,26-35,3333.33,Orta Risk
24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.06,0,2,18-25,5416.67,Aşağı Risk
23,65000,RENT,1.0,PERSONAL,A,4000,7.49,0,0.06,0,4,18-25,5416.67,Aşağı Risk
25,65499,RENT,9.0,VENTURE,C,4000,12.23,0,0.06,0,4,18-25,5458.25,Aşağı Risk
23,40000,MORTGAGE,5.0,EDUCATION,B,18000,9.91,0,0.45,0,2,18-25,3333.33,Yüksək Risk
23,61000,RENT,2.0,DEBTCONSOLIDATION,D,4000,16.0,1,0.07,1,4,18-25,5083.33,Aşağı Risk
24,67200,RENT,5.0,HOMEIMPROVEMENT,D,4000,10.99,0,0.06,1,2,18-25,5600.0,Aşağı Risk
23,67450,RENT,8.0,EDUCATION,A,4000,6.76,0,0.06,0,3,18-25,5620.83,Aşağı Risk
